-7393,4078,22
-7393,4078,29
-7395,4083,26
-7377,4065,28
-7403,4073,9
-7381,4065,16
-7390,4075,19
-7400,4066,17
-7393,4079,19
-7393,4079,5
-7397,4069,26
-7381,4064,31
-7391,4073,23
-7391,4073,2
-7390,4076,1
-7402,4077,9
-7386,4078,31
-7397,4066,31
-7393,4078,15
-7381,4063,1
-7397,4067,15
-7385,4071,31
-7381,4064,7
-7377,4064,9
-7390,4077,23
-7391,4073,17
-7377,4065,9
-7399,4066,3
-7390,4075,4
-7384,4072,31
-7393,4079,28
-7386,4072,1
-7390,4077,29
-7400,4066,25
-7389,4075,1
-7394,4084,31
-7384,4071,31
-7390,4076,4
-7396,4069,31
-7390,4076,24
-7389,4074,31
-7402,4077,29
-7397,4069,4
-7377,4063,9
-7381,4065,17
-7397,4067,8
-7385,4073,31
-7395,4083,11
-7398,4066,16
-7381,4065,18
-7390,4073,31
-7390,4074,10
-7377,4064,29
-7397,4067,21
-7402,4077,28
-7390,4075,17
-7377,4063,29
-7395,4083,3
-7381,4064,8
-7381,4064,2
-7393,4078,3
-7386,4071,31
-7393,4078,4
-7393,4079,7
-7390,4077,8
-7391,4077,14
-7381,4064,9
-7397,4068,5
-7390,4073,1
-7386,4078,29
-7390,4077,6
-7401,4078,8
-7394,4082,17
-7402,4077,30
-7391,4073,29
-7395,4083,18
-7386,4078,6
-7391,4073,3
-7381,4064,11
-7381,4064,15
-7381,4065,21
-7381,4064,12
-7391,4073,4
-7395,4083,4
-7393,4078,11
-7396,4083,24
-7399,4066,4
-7381,4065,14
-7385,4072,1
-7401,4078,30
-7377,4065,30
-7377,4064,30
-7403,4073,30
-7395,4071,6
-7390,4076,11
-7390,4075,2
-7395,4084,31
-7393,4081,30
-7381,4064,16
-7395,4083,22
-7377,4063,30
-7402,4077,23
-7401,4078,14
-7391,4073,18
-7396,4083,17
-7398,4066,3
-7401,4078,9
-7381,4064,20
-7389,4075,31
-7393,4079,27
-7401,4078,29
-7391,4073,8
-7394,4070,31
-7395,4083,5
-7393,4078,8
-7397,4067,20
-7394,4082,30
-7395,4083,15
-7402,4077,1
-7398,4066,9
-7400,4066,10
-7395,4070,27
-7401,4078,28
-7400,4066,30
-7385,4071,1
-7394,4084,1
